Namespace(n_atom_feats=66, n_atom_hid=128, rel_total=86, lr=0.001, n_epochs=100, kge_dim=128, batch_size=1024, weight_decay=0.0005, neg_samples=1, data_size_ratio=1, use_cuda=True, device=0, fold=4, pkl_name='./pkl/db-0417_2207.pkl')
Training with 126502 samples, s1 with 6784, and s2 with 58510
Starting training at 2024-04-17 22:07:50.338079
Epoch: 1* (42.9112s), train_loss: 0.6301, s1_loss: 0.6428,s2_loss: 0.6083
		s1_acc: 0.7838, s1_roc: 0.8765, s1_aupr:0.8728, s1_f1:0.7658
		s2_acc: 0.8818, s2_roc: 0.9512, s2_aupr:0.9490, s2_f1:0.8813
Epoch: 19  (43.3707s), train_loss: 0.1366, s1_loss: 0.6195,s2_loss: 0.3336
		train_acc: 0.9493, train_roc: 0.9875,train_precision: 0.9392,train_recall:0.9608
		s1_acc: 0.7675, s1_roc: 0.8546, s1_aupr:0.8500, s1_f1:0.7445
		s2_acc: 0.8670, s2_roc: 0.9411, s2_aupr:0.9381, s2_f1:0.8653
Epoch: 20* (44.7854s), train_loss: 0.1361, s1_loss: 0.5878,s2_loss: 0.2864
		train_acc: 0.9488, train_roc: 0.9877,train_precision: 0.9403,train_recall:0.9585
		s1_acc: 0.7816, s1_roc: 0.8715, s1_aupr:0.8678, s1_f1:0.7639
		s2_acc: 0.8889, s2_roc: 0.9554, s2_aupr:0.9534, s2_f1:0.8883
Epoch: 21  (47.3740s), train_loss: 0.1318, s1_loss: 0.6864,s2_loss: 0.3181
		train_acc: 0.9510, train_roc: 0.9883,train_precision: 0.9416,train_recall:0.9616
		s1_acc: 0.7688, s1_roc: 0.8680, s1_aupr:0.8651, s1_f1:0.7356
		s2_acc: 0.8800, s2_roc: 0.9549, s2_aupr:0.9530, s2_f1:0.8742
Epoch: 22  (46.8024s), train_loss: 0.1207, s1_loss: 0.5689,s2_loss: 0.3230
		train_acc: 0.9556, train_roc: 0.9901,train_precision: 0.9479,train_recall:0.9643
		s1_acc: 0.7779, s1_roc: 0.8599, s1_aupr:0.8572, s1_f1:0.7775
		s2_acc: 0.8700, s2_roc: 0.9470, s2_aupr:0.9440, s2_f1:0.8763
Epoch: 23  (46.8453s), train_loss: 0.1182, s1_loss: 0.6206,s2_loss: 0.3151
		train_acc: 0.9564, train_roc: 0.9906,train_precision: 0.9481,train_recall:0.9656
		s1_acc: 0.7826, s1_roc: 0.8648, s1_aupr:0.8568, s1_f1:0.7683
		s2_acc: 0.8802, s2_roc: 0.9501, s2_aupr:0.9480, s2_f1:0.8811
Epoch: 24  (47.1088s), train_loss: 0.1136, s1_loss: 0.7149,s2_loss: 0.3253
		train_acc: 0.9590, train_roc: 0.9910,train_precision: 0.9505,train_recall:0.9684
		s1_acc: 0.7646, s1_roc: 0.8682, s1_aupr:0.8640, s1_f1:0.7296
		s2_acc: 0.8803, s2_roc: 0.9525, s2_aupr:0.9518, s2_f1:0.8761
Epoch: 25  (47.2956s), train_loss: 0.1092, s1_loss: 0.6515,s2_loss: 0.3022
		train_acc: 0.9601, train_roc: 0.9917,train_precision: 0.9521,train_recall:0.9690
		s1_acc: 0.7765, s1_roc: 0.8700, s1_aupr:0.8706, s1_f1:0.7490
		s2_acc: 0.8864, s2_roc: 0.9550, s2_aupr:0.9539, s2_f1:0.8839
Epoch: 26* (46.9599s), train_loss: 0.1086, s1_loss: 0.5767,s2_loss: 0.3003
		train_acc: 0.9606, train_roc: 0.9918,train_precision: 0.9537,train_recall:0.9683
		s1_acc: 0.7961, s1_roc: 0.8788, s1_aupr:0.8795, s1_f1:0.7826
		s2_acc: 0.8865, s2_roc: 0.9537, s2_aupr:0.9524, s2_f1:0.8881
Epoch: 27  (46.9619s), train_loss: 0.1009, s1_loss: 0.7419,s2_loss: 0.3236
		train_acc: 0.9632, train_roc: 0.9929,train_precision: 0.9561,train_recall:0.9709
		s1_acc: 0.7507, s1_roc: 0.8754, s1_aupr:0.8732, s1_f1:0.6978
		s2_acc: 0.8787, s2_roc: 0.9552, s2_aupr:0.9543, s2_f1:0.8719
Epoch: 28  (47.1834s), train_loss: 0.0944, s1_loss: 0.8098,s2_loss: 0.3364
		train_acc: 0.9659, train_roc: 0.9937,train_precision: 0.9596,train_recall:0.9726
		s1_acc: 0.7544, s1_roc: 0.8722, s1_aupr:0.8730, s1_f1:0.7053
		s2_acc: 0.8801, s2_roc: 0.9563, s2_aupr:0.9556, s2_f1:0.8738
Epoch: 29* (46.7728s), train_loss: 0.0948, s1_loss: 0.6038,s2_loss: 0.2766
		train_acc: 0.9655, train_roc: 0.9937,train_precision: 0.9593,train_recall:0.9722
		s1_acc: 0.7905, s1_roc: 0.8769, s1_aupr:0.8765, s1_f1:0.7747
		s2_acc: 0.8965, s2_roc: 0.9603, s2_aupr:0.9592, s2_f1:0.8974
Epoch: 30  (47.6228s), train_loss: 0.1087, s1_loss: 1.0952,s2_loss: 0.4603
		train_acc: 0.9602, train_roc: 0.9917,train_precision: 0.9519,train_recall:0.9694
		s1_acc: 0.6989, s1_roc: 0.8794, s1_aupr:0.8799, s1_f1:0.5887
		s2_acc: 0.8479, s2_roc: 0.9594, s2_aupr:0.9591, s2_f1:0.8265
Epoch: 31  (46.7864s), train_loss: 0.0887, s1_loss: 1.1283,s2_loss: 0.4619
		train_acc: 0.9683, train_roc: 0.9943,train_precision: 0.9621,train_recall:0.9750
		s1_acc: 0.6908, s1_roc: 0.8648, s1_aupr:0.8689, s1_f1:0.5713
		s2_acc: 0.8432, s2_roc: 0.9527, s2_aupr:0.9533, s2_f1:0.8212
Epoch: 32  (46.6083s), train_loss: 0.0905, s1_loss: 1.0499,s2_loss: 0.4194
		train_acc: 0.9672, train_roc: 0.9942,train_precision: 0.9606,train_recall:0.9744
		s1_acc: 0.7120, s1_roc: 0.8775, s1_aupr:0.8823, s1_f1:0.6123
		s2_acc: 0.8588, s2_roc: 0.9583, s2_aupr:0.9588, s2_f1:0.8421
Epoch: 33  (45.8303s), train_loss: 0.0866, s1_loss: 0.7173,s2_loss: 0.3199
		train_acc: 0.9684, train_roc: 0.9947,train_precision: 0.9622,train_recall:0.9751
		s1_acc: 0.7686, s1_roc: 0.8631, s1_aupr:0.8605, s1_f1:0.7448
		s2_acc: 0.8876, s2_roc: 0.9536, s2_aupr:0.9530, s2_f1:0.8874
Epoch: 34  (45.7175s), train_loss: 0.0857, s1_loss: 0.6307,s2_loss: 0.2740
		train_acc: 0.9691, train_roc: 0.9947,train_precision: 0.9628,train_recall:0.9760
		s1_acc: 0.7839, s1_roc: 0.8776, s1_aupr:0.8797, s1_f1:0.7572
		s2_acc: 0.8990, s2_roc: 0.9612, s2_aupr:0.9617, s2_f1:0.8978
Epoch: 35  (45.9003s), train_loss: 0.0814, s1_loss: 0.8762,s2_loss: 0.3405
		train_acc: 0.9711, train_roc: 0.9951,train_precision: 0.9646,train_recall:0.9782
		s1_acc: 0.7521, s1_roc: 0.8742, s1_aupr:0.8723, s1_f1:0.7008
		s2_acc: 0.8853, s2_roc: 0.9592, s2_aupr:0.9588, s2_f1:0.8790
Epoch: 36  (45.8183s), train_loss: 0.0758, s1_loss: 0.9788,s2_loss: 0.3761
		train_acc: 0.9733, train_roc: 0.9958,train_precision: 0.9674,train_recall:0.9795
		s1_acc: 0.7346, s1_roc: 0.8830, s1_aupr:0.8854, s1_f1:0.6611
		s2_acc: 0.8772, s2_roc: 0.9595, s2_aupr:0.9599, s2_f1:0.8677
Epoch: 37  (45.5124s), train_loss: 0.0753, s1_loss: 1.0249,s2_loss: 0.3925
		train_acc: 0.9730, train_roc: 0.9959,train_precision: 0.9674,train_recall:0.9789
		s1_acc: 0.7168, s1_roc: 0.8754, s1_aupr:0.8782, s1_f1:0.6261
		s2_acc: 0.8676, s2_roc: 0.9586, s2_aupr:0.9588, s2_f1:0.8547
Epoch: 38  (45.9223s), train_loss: 0.0784, s1_loss: 0.7863,s2_loss: 0.3004
		train_acc: 0.9723, train_roc: 0.9955,train_precision: 0.9666,train_recall:0.9783
		s1_acc: 0.7644, s1_roc: 0.8887, s1_aupr:0.8940, s1_f1:0.7150
		s2_acc: 0.8952, s2_roc: 0.9641, s2_aupr:0.9643, s2_f1:0.8903
Epoch: 39  (45.9405s), train_loss: 0.0742, s1_loss: 0.7368,s2_loss: 0.3019
		train_acc: 0.9738, train_roc: 0.9960,train_precision: 0.9684,train_recall:0.9796
		s1_acc: 0.7835, s1_roc: 0.8844, s1_aupr:0.8840, s1_f1:0.7526
		s2_acc: 0.8961, s2_roc: 0.9612, s2_aupr:0.9605, s2_f1:0.8945
Epoch: 40  (45.8770s), train_loss: 0.0736, s1_loss: 0.9869,s2_loss: 0.3744
		train_acc: 0.9737, train_roc: 0.9960,train_precision: 0.9684,train_recall:0.9794
		s1_acc: 0.7233, s1_roc: 0.8794, s1_aupr:0.8844, s1_f1:0.6383
		s2_acc: 0.8735, s2_roc: 0.9586, s2_aupr:0.9589, s2_f1:0.8624
Epoch: 41  (46.2987s), train_loss: 0.0718, s1_loss: 0.7934,s2_loss: 0.3076
		train_acc: 0.9747, train_roc: 0.9961,train_precision: 0.9691,train_recall:0.9805
		s1_acc: 0.7735, s1_roc: 0.8960, s1_aupr:0.8995, s1_f1:0.7268
		s2_acc: 0.8948, s2_roc: 0.9626, s2_aupr:0.9628, s2_f1:0.8909
Epoch: 42  (45.7676s), train_loss: 0.0713, s1_loss: 0.7818,s2_loss: 0.2973
		train_acc: 0.9747, train_roc: 0.9963,train_precision: 0.9701,train_recall:0.9796
		s1_acc: 0.7684, s1_roc: 0.8793, s1_aupr:0.8834, s1_f1:0.7261
		s2_acc: 0.8968, s2_roc: 0.9647, s2_aupr:0.9643, s2_f1:0.8927
Epoch: 43  (45.9684s), train_loss: 0.0665, s1_loss: 1.1714,s2_loss: 0.4388
		train_acc: 0.9768, train_roc: 0.9967,train_precision: 0.9716,train_recall:0.9824
		s1_acc: 0.6980, s1_roc: 0.8683, s1_aupr:0.8775, s1_f1:0.5837
		s2_acc: 0.8582, s2_roc: 0.9637, s2_aupr:0.9643, s2_f1:0.8399
Epoch: 44  (46.4531s), train_loss: 0.0718, s1_loss: 0.8656,s2_loss: 0.3104
		train_acc: 0.9748, train_roc: 0.9961,train_precision: 0.9696,train_recall:0.9804
		s1_acc: 0.7541, s1_roc: 0.8663, s1_aupr:0.8692, s1_f1:0.7060
		s2_acc: 0.8937, s2_roc: 0.9644, s2_aupr:0.9646, s2_f1:0.8882
Epoch: 45  (45.5753s), train_loss: 0.0618, s1_loss: 0.7745,s2_loss: 0.2953
		train_acc: 0.9784, train_roc: 0.9971,train_precision: 0.9743,train_recall:0.9828
		s1_acc: 0.7744, s1_roc: 0.8740, s1_aupr:0.8711, s1_f1:0.7414
		s2_acc: 0.8986, s2_roc: 0.9619, s2_aupr:0.9622, s2_f1:0.8972
Epoch: 46  (45.9552s), train_loss: 0.0675, s1_loss: 0.9762,s2_loss: 0.3501
		train_acc: 0.9762, train_roc: 0.9966,train_precision: 0.9715,train_recall:0.9812
		s1_acc: 0.7355, s1_roc: 0.8742, s1_aupr:0.8760, s1_f1:0.6650
		s2_acc: 0.8858, s2_roc: 0.9631, s2_aupr:0.9635, s2_f1:0.8778
Epoch: 47  (45.8497s), train_loss: 0.0604, s1_loss: 0.9849,s2_loss: 0.3487
		train_acc: 0.9790, train_roc: 0.9972,train_precision: 0.9744,train_recall:0.9839
		s1_acc: 0.7362, s1_roc: 0.8941, s1_aupr:0.8977, s1_f1:0.6593
		s2_acc: 0.8858, s2_roc: 0.9646, s2_aupr:0.9651, s2_f1:0.8773
Epoch: 48  (46.1838s), train_loss: 0.0617, s1_loss: 1.0528,s2_loss: 0.3632
		train_acc: 0.9780, train_roc: 0.9972,train_precision: 0.9738,train_recall:0.9825
		s1_acc: 0.7293, s1_roc: 0.8815, s1_aupr:0.8855, s1_f1:0.6512
		s2_acc: 0.8849, s2_roc: 0.9638, s2_aupr:0.9647, s2_f1:0.8761
Epoch: 49  (46.3444s), train_loss: 0.0590, s1_loss: 1.4848,s2_loss: 0.5341
		train_acc: 0.9793, train_roc: 0.9973,train_precision: 0.9745,train_recall:0.9844
		s1_acc: 0.6662, s1_roc: 0.8697, s1_aupr:0.8714, s1_f1:0.5181
		s2_acc: 0.8432, s2_roc: 0.9623, s2_aupr:0.9634, s2_f1:0.8189
Epoch: 50  (46.2030s), train_loss: 0.0586, s1_loss: 0.9274,s2_loss: 0.3222
		train_acc: 0.9797, train_roc: 0.9973,train_precision: 0.9755,train_recall:0.9842
		s1_acc: 0.7529, s1_roc: 0.8805, s1_aupr:0.8856, s1_f1:0.6956
		s2_acc: 0.8962, s2_roc: 0.9646, s2_aupr:0.9651, s2_f1:0.8912
Epoch: 51  (46.1578s), train_loss: 0.0568, s1_loss: 1.2255,s2_loss: 0.4340
		train_acc: 0.9805, train_roc: 0.9975,train_precision: 0.9763,train_recall:0.9849
		s1_acc: 0.7071, s1_roc: 0.8718, s1_aupr:0.8748, s1_f1:0.6065
		s2_acc: 0.8698, s2_roc: 0.9627, s2_aupr:0.9641, s2_f1:0.8558
Epoch: 52  (46.0957s), train_loss: 0.0591, s1_loss: 1.0321,s2_loss: 0.3582
		train_acc: 0.9798, train_roc: 0.9972,train_precision: 0.9751,train_recall:0.9847
		s1_acc: 0.7389, s1_roc: 0.8802, s1_aupr:0.8826, s1_f1:0.6691
		s2_acc: 0.8882, s2_roc: 0.9613, s2_aupr:0.9620, s2_f1:0.8814
Epoch: 53  (45.8294s), train_loss: 0.0578, s1_loss: 1.2525,s2_loss: 0.4305
		train_acc: 0.9799, train_roc: 0.9974,train_precision: 0.9753,train_recall:0.9846
		s1_acc: 0.7119, s1_roc: 0.8800, s1_aupr:0.8865, s1_f1:0.6116
		s2_acc: 0.8731, s2_roc: 0.9618, s2_aupr:0.9625, s2_f1:0.8608
Epoch: 54  (45.8801s), train_loss: 0.0552, s1_loss: 1.1255,s2_loss: 0.3902
		train_acc: 0.9804, train_roc: 0.9977,train_precision: 0.9765,train_recall:0.9844
		s1_acc: 0.7241, s1_roc: 0.8751, s1_aupr:0.8837, s1_f1:0.6375
		s2_acc: 0.8805, s2_roc: 0.9630, s2_aupr:0.9648, s2_f1:0.8702
Epoch: 55  (46.0106s), train_loss: 0.0552, s1_loss: 1.1511,s2_loss: 0.4014
		train_acc: 0.9807, train_roc: 0.9976,train_precision: 0.9771,train_recall:0.9844
		s1_acc: 0.7230, s1_roc: 0.8778, s1_aupr:0.8847, s1_f1:0.6365
		s2_acc: 0.8798, s2_roc: 0.9600, s2_aupr:0.9623, s2_f1:0.8698
Epoch: 56  (46.0763s), train_loss: 0.0547, s1_loss: 1.0699,s2_loss: 0.3629
		train_acc: 0.9814, train_roc: 0.9976,train_precision: 0.9771,train_recall:0.9858
		s1_acc: 0.7260, s1_roc: 0.8771, s1_aupr:0.8815, s1_f1:0.6434
		s2_acc: 0.8844, s2_roc: 0.9621, s2_aupr:0.9631, s2_f1:0.8757
Epoch: 57  (46.4329s), train_loss: 0.0513, s1_loss: 1.6261,s2_loss: 0.5790
		train_acc: 0.9824, train_roc: 0.9979,train_precision: 0.9787,train_recall:0.9864
		s1_acc: 0.6686, s1_roc: 0.8739, s1_aupr:0.8824, s1_f1:0.5175
		s2_acc: 0.8421, s2_roc: 0.9601, s2_aupr:0.9622, s2_f1:0.8177
Epoch: 58  (46.0014s), train_loss: 0.0485, s1_loss: 1.4296,s2_loss: 0.4706
		train_acc: 0.9833, train_roc: 0.9981,train_precision: 0.9794,train_recall:0.9873
		s1_acc: 0.6904, s1_roc: 0.8761, s1_aupr:0.8823, s1_f1:0.5679
		s2_acc: 0.8652, s2_roc: 0.9625, s2_aupr:0.9640, s2_f1:0.8496
Epoch: 59  (46.6176s), train_loss: 0.0530, s1_loss: 0.9770,s2_loss: 0.3358
		train_acc: 0.9815, train_roc: 0.9978,train_precision: 0.9773,train_recall:0.9859
		s1_acc: 0.7476, s1_roc: 0.8732, s1_aupr:0.8777, s1_f1:0.6881
		s2_acc: 0.8939, s2_roc: 0.9619, s2_aupr:0.9629, s2_f1:0.8890
Early Stopping at training epoch: 59, best epoch: 29


============================== Best Result ==============================
		s1_acc: 0.7894, s1_roc: 0.8765, s1_f1: 0.7739, s1_precision: 0.8356,s1_recall: 0.7207,s1_int_ap: 0.8734,s1_ap: 0.8735
		s2_acc: 0.8932, s2_roc: 0.9577, s2_f1: 0.8944, s2_precision: 0.8842,s2_recall: 0.9048,s2_int_ap: 0.9560,s2_ap: 0.9560
