Namespace(n_atom_feats=66, n_atom_hid=128, rel_total=86, lr=0.001, n_epochs=100, kge_dim=128, batch_size=1024, weight_decay=0.0005, neg_samples=1, data_size_ratio=1, use_cuda=True, device=0, fold=2, pkl_name='./pkl/db-0419_1237.pkl')
Training with 125311 samples, s1 with 6935, and s2 with 59562
Starting training at 2024-04-19 12:37:12.020714
Epoch: 1* (70.1619s), train_loss: 0.6258, s1_loss: 0.6332,s2_loss: 0.5869
		s1_acc: 0.7322, s1_roc: 0.8232, s1_aupr:0.8154, s1_f1:0.7033
		s2_acc: 0.8306, s2_roc: 0.9165, s2_aupr:0.9110, s2_f1:0.8211
Epoch: 13  (63.8621s), train_loss: 0.2264, s1_loss: 0.5596,s2_loss: 0.3618
		train_acc: 0.9104, train_roc: 0.9667,train_precision: 0.8924,train_recall:0.9334
		s1_acc: 0.7615, s1_roc: 0.8410, s1_aupr:0.8281, s1_f1:0.7639
		s2_acc: 0.8501, s2_roc: 0.9251, s2_aupr:0.9187, s2_f1:0.8510
Epoch: 14* (63.8449s), train_loss: 0.2081, s1_loss: 0.5373,s2_loss: 0.3660
		train_acc: 0.9185, train_roc: 0.9716,train_precision: 0.9007,train_recall:0.9406
		s1_acc: 0.7796, s1_roc: 0.8610, s1_aupr:0.8497, s1_f1:0.7788
		s2_acc: 0.8527, s2_roc: 0.9272, s2_aupr:0.9217, s2_f1:0.8556
Epoch: 15  (65.8733s), train_loss: 0.2095, s1_loss: 0.5592,s2_loss: 0.3602
		train_acc: 0.9189, train_roc: 0.9714,train_precision: 0.9022,train_recall:0.9396
		s1_acc: 0.7655, s1_roc: 0.8529, s1_aupr:0.8396, s1_f1:0.7853
		s2_acc: 0.8528, s2_roc: 0.9319, s2_aupr:0.9266, s2_f1:0.8615
Epoch: 16  (64.2001s), train_loss: 0.2021, s1_loss: 0.5487,s2_loss: 0.3474
		train_acc: 0.9214, train_roc: 0.9733,train_precision: 0.9053,train_recall:0.9413
		s1_acc: 0.7745, s1_roc: 0.8558, s1_aupr:0.8466, s1_f1:0.7623
		s2_acc: 0.8547, s2_roc: 0.9311, s2_aupr:0.9263, s2_f1:0.8526
Epoch: 17* (62.9724s), train_loss: 0.1756, s1_loss: 0.5599,s2_loss: 0.3417
		train_acc: 0.9331, train_roc: 0.9797,train_precision: 0.9191,train_recall:0.9498
		s1_acc: 0.7788, s1_roc: 0.8565, s1_aupr:0.8460, s1_f1:0.7786
		s2_acc: 0.8654, s2_roc: 0.9369, s2_aupr:0.9320, s2_f1:0.8664
Epoch: 18  (72.9457s), train_loss: 0.1761, s1_loss: 0.5583,s2_loss: 0.3677
		train_acc: 0.9328, train_roc: 0.9794,train_precision: 0.9194,train_recall:0.9488
		s1_acc: 0.7719, s1_roc: 0.8530, s1_aupr:0.8449, s1_f1:0.7853
		s2_acc: 0.8532, s2_roc: 0.9309, s2_aupr:0.9259, s2_f1:0.8610
Epoch: 19  (64.2724s), train_loss: 0.1772, s1_loss: 0.5757,s2_loss: 0.3643
		train_acc: 0.9310, train_roc: 0.9793,train_precision: 0.9160,train_recall:0.9492
		s1_acc: 0.7833, s1_roc: 0.8792, s1_aupr:0.8747, s1_f1:0.7606
		s2_acc: 0.8607, s2_roc: 0.9370, s2_aupr:0.9334, s2_f1:0.8559
Epoch: 20* (65.7763s), train_loss: 0.1619, s1_loss: 0.5539,s2_loss: 0.3384
		train_acc: 0.9378, train_roc: 0.9826,train_precision: 0.9246,train_recall:0.9534
		s1_acc: 0.7858, s1_roc: 0.8660, s1_aupr:0.8581, s1_f1:0.7897
		s2_acc: 0.8682, s2_roc: 0.9420, s2_aupr:0.9384, s2_f1:0.8732
Epoch: 21* (66.1360s), train_loss: 0.1616, s1_loss: 0.5148,s2_loss: 0.3373
		train_acc: 0.9381, train_roc: 0.9826,train_precision: 0.9255,train_recall:0.9530
		s1_acc: 0.7882, s1_roc: 0.8699, s1_aupr:0.8630, s1_f1:0.7981
		s2_acc: 0.8620, s2_roc: 0.9391, s2_aupr:0.9344, s2_f1:0.8689
Epoch: 22  (63.4643s), train_loss: 0.1538, s1_loss: 0.8385,s2_loss: 0.4344
		train_acc: 0.9424, train_roc: 0.9842,train_precision: 0.9299,train_recall:0.9569
		s1_acc: 0.7108, s1_roc: 0.8631, s1_aupr:0.8612, s1_f1:0.6209
		s2_acc: 0.8359, s2_roc: 0.9472, s2_aupr:0.9465, s2_f1:0.8130
Epoch: 23  (62.3065s), train_loss: 0.1419, s1_loss: 0.5947,s2_loss: 0.3365
		train_acc: 0.9466, train_roc: 0.9866,train_precision: 0.9366,train_recall:0.9581
		s1_acc: 0.7827, s1_roc: 0.8685, s1_aupr:0.8594, s1_f1:0.7687
		s2_acc: 0.8747, s2_roc: 0.9457, s2_aupr:0.9431, s2_f1:0.8732
Epoch: 24* (64.8487s), train_loss: 0.1468, s1_loss: 0.5255,s2_loss: 0.3310
		train_acc: 0.9447, train_roc: 0.9856,train_precision: 0.9336,train_recall:0.9574
		s1_acc: 0.7999, s1_roc: 0.8769, s1_aupr:0.8684, s1_f1:0.7957
		s2_acc: 0.8706, s2_roc: 0.9423, s2_aupr:0.9369, s2_f1:0.8744
Epoch: 25* (63.8042s), train_loss: 0.1367, s1_loss: 0.5160,s2_loss: 0.2965
		train_acc: 0.9492, train_roc: 0.9873,train_precision: 0.9385,train_recall:0.9613
		s1_acc: 0.7988, s1_roc: 0.8783, s1_aupr:0.8774, s1_f1:0.7968
		s2_acc: 0.8833, s2_roc: 0.9530, s2_aupr:0.9512, s2_f1:0.8868
Epoch: 26  (63.2429s), train_loss: 0.1278, s1_loss: 0.5621,s2_loss: 0.3161
		train_acc: 0.9525, train_roc: 0.9889,train_precision: 0.9421,train_recall:0.9643
		s1_acc: 0.7978, s1_roc: 0.8780, s1_aupr:0.8720, s1_f1:0.7878
		s2_acc: 0.8810, s2_roc: 0.9498, s2_aupr:0.9479, s2_f1:0.8825
Epoch: 27  (65.2047s), train_loss: 0.1381, s1_loss: 0.5429,s2_loss: 0.3213
		train_acc: 0.9481, train_roc: 0.9871,train_precision: 0.9367,train_recall:0.9612
		s1_acc: 0.7988, s1_roc: 0.8886, s1_aupr:0.8872, s1_f1:0.7824
		s2_acc: 0.8778, s2_roc: 0.9475, s2_aupr:0.9447, s2_f1:0.8789
Epoch: 28  (64.9849s), train_loss: 0.1185, s1_loss: 0.6749,s2_loss: 0.3509
		train_acc: 0.9558, train_roc: 0.9904,train_precision: 0.9461,train_recall:0.9667
		s1_acc: 0.7701, s1_roc: 0.8815, s1_aupr:0.8829, s1_f1:0.7297
		s2_acc: 0.8747, s2_roc: 0.9536, s2_aupr:0.9530, s2_f1:0.8665
Epoch: 29  (65.4549s), train_loss: 0.1262, s1_loss: 0.6674,s2_loss: 0.3286
		train_acc: 0.9531, train_roc: 0.9891,train_precision: 0.9439,train_recall:0.9636
		s1_acc: 0.7804, s1_roc: 0.8846, s1_aupr:0.8897, s1_f1:0.7435
		s2_acc: 0.8822, s2_roc: 0.9548, s2_aupr:0.9540, s2_f1:0.8768
Epoch: 30  (67.4443s), train_loss: 0.1172, s1_loss: 0.6170,s2_loss: 0.3071
		train_acc: 0.9565, train_roc: 0.9906,train_precision: 0.9474,train_recall:0.9666
		s1_acc: 0.7767, s1_roc: 0.8715, s1_aupr:0.8669, s1_f1:0.7556
		s2_acc: 0.8843, s2_roc: 0.9536, s2_aupr:0.9526, s2_f1:0.8824
Epoch: 31  (65.1912s), train_loss: 0.1137, s1_loss: 0.6809,s2_loss: 0.3139
		train_acc: 0.9578, train_roc: 0.9911,train_precision: 0.9490,train_recall:0.9676
		s1_acc: 0.7634, s1_roc: 0.8806, s1_aupr:0.8780, s1_f1:0.7175
		s2_acc: 0.8823, s2_roc: 0.9573, s2_aupr:0.9574, s2_f1:0.8754
Epoch: 32  (64.8915s), train_loss: 0.1124, s1_loss: 0.6804,s2_loss: 0.3317
		train_acc: 0.9581, train_roc: 0.9912,train_precision: 0.9491,train_recall:0.9682
		s1_acc: 0.7676, s1_roc: 0.8764, s1_aupr:0.8733, s1_f1:0.7319
		s2_acc: 0.8794, s2_roc: 0.9535, s2_aupr:0.9534, s2_f1:0.8745
Epoch: 33  (64.5469s), train_loss: 0.1183, s1_loss: 0.7476,s2_loss: 0.3565
		train_acc: 0.9564, train_roc: 0.9904,train_precision: 0.9468,train_recall:0.9671
		s1_acc: 0.7632, s1_roc: 0.8734, s1_aupr:0.8757, s1_f1:0.7190
		s2_acc: 0.8766, s2_roc: 0.9513, s2_aupr:0.9523, s2_f1:0.8698
Epoch: 34  (63.7681s), train_loss: 0.1044, s1_loss: 0.9505,s2_loss: 0.4292
		train_acc: 0.9618, train_roc: 0.9923,train_precision: 0.9544,train_recall:0.9700
		s1_acc: 0.7295, s1_roc: 0.8750, s1_aupr:0.8764, s1_f1:0.6518
		s2_acc: 0.8609, s2_roc: 0.9500, s2_aupr:0.9513, s2_f1:0.8474
Epoch: 35  (65.0274s), train_loss: 0.1021, s1_loss: 0.7312,s2_loss: 0.3229
		train_acc: 0.9623, train_roc: 0.9927,train_precision: 0.9546,train_recall:0.9708
		s1_acc: 0.7632, s1_roc: 0.8718, s1_aupr:0.8697, s1_f1:0.7221
		s2_acc: 0.8831, s2_roc: 0.9541, s2_aupr:0.9538, s2_f1:0.8789
Epoch: 36  (65.8927s), train_loss: 0.1024, s1_loss: 0.7244,s2_loss: 0.3380
		train_acc: 0.9622, train_roc: 0.9926,train_precision: 0.9544,train_recall:0.9709
		s1_acc: 0.7701, s1_roc: 0.8743, s1_aupr:0.8740, s1_f1:0.7345
		s2_acc: 0.8825, s2_roc: 0.9530, s2_aupr:0.9531, s2_f1:0.8786
Epoch: 37  (64.6323s), train_loss: 0.0962, s1_loss: 0.8490,s2_loss: 0.3618
		train_acc: 0.9652, train_roc: 0.9934,train_precision: 0.9583,train_recall:0.9726
		s1_acc: 0.7424, s1_roc: 0.8864, s1_aupr:0.8903, s1_f1:0.6725
		s2_acc: 0.8743, s2_roc: 0.9546, s2_aupr:0.9551, s2_f1:0.8650
Epoch: 38  (67.5027s), train_loss: 0.0966, s1_loss: 0.8787,s2_loss: 0.3823
		train_acc: 0.9650, train_roc: 0.9933,train_precision: 0.9571,train_recall:0.9737
		s1_acc: 0.7422, s1_roc: 0.8519, s1_aupr:0.8528, s1_f1:0.6926
		s2_acc: 0.8694, s2_roc: 0.9449, s2_aupr:0.9459, s2_f1:0.8644
Epoch: 39  (69.9530s), train_loss: 0.0951, s1_loss: 0.9646,s2_loss: 0.3978
		train_acc: 0.9654, train_roc: 0.9936,train_precision: 0.9577,train_recall:0.9738
		s1_acc: 0.7217, s1_roc: 0.8537, s1_aupr:0.8525, s1_f1:0.6463
		s2_acc: 0.8677, s2_roc: 0.9520, s2_aupr:0.9539, s2_f1:0.8565
Epoch: 40  (63.2563s), train_loss: 0.0915, s1_loss: 0.7724,s2_loss: 0.3383
		train_acc: 0.9666, train_roc: 0.9940,train_precision: 0.9596,train_recall:0.9742
		s1_acc: 0.7633, s1_roc: 0.8837, s1_aupr:0.8869, s1_f1:0.7119
		s2_acc: 0.8824, s2_roc: 0.9582, s2_aupr:0.9590, s2_f1:0.8746
Epoch: 41  (66.1279s), train_loss: 0.0914, s1_loss: 0.9118,s2_loss: 0.3730
		train_acc: 0.9666, train_roc: 0.9941,train_precision: 0.9596,train_recall:0.9743
		s1_acc: 0.7239, s1_roc: 0.8508, s1_aupr:0.8477, s1_f1:0.6540
		s2_acc: 0.8686, s2_roc: 0.9517, s2_aupr:0.9529, s2_f1:0.8584
Epoch: 42  (63.4611s), train_loss: 0.0888, s1_loss: 0.8810,s2_loss: 0.3701
		train_acc: 0.9681, train_roc: 0.9944,train_precision: 0.9610,train_recall:0.9757
		s1_acc: 0.7428, s1_roc: 0.8809, s1_aupr:0.8838, s1_f1:0.6756
		s2_acc: 0.8757, s2_roc: 0.9540, s2_aupr:0.9557, s2_f1:0.8669
Epoch: 43  (63.7904s), train_loss: 0.0869, s1_loss: 0.9211,s2_loss: 0.3759
		train_acc: 0.9686, train_roc: 0.9946,train_precision: 0.9617,train_recall:0.9761
		s1_acc: 0.7466, s1_roc: 0.8789, s1_aupr:0.8838, s1_f1:0.6817
		s2_acc: 0.8799, s2_roc: 0.9584, s2_aupr:0.9597, s2_f1:0.8708
Epoch: 44  (65.7890s), train_loss: 0.0863, s1_loss: 0.9099,s2_loss: 0.3567
		train_acc: 0.9687, train_roc: 0.9947,train_precision: 0.9618,train_recall:0.9761
		s1_acc: 0.7410, s1_roc: 0.8690, s1_aupr:0.8721, s1_f1:0.6754
		s2_acc: 0.8800, s2_roc: 0.9552, s2_aupr:0.9564, s2_f1:0.8728
Epoch: 45  (65.1582s), train_loss: 0.0806, s1_loss: 0.9769,s2_loss: 0.3786
		train_acc: 0.9709, train_roc: 0.9952,train_precision: 0.9645,train_recall:0.9778
		s1_acc: 0.7244, s1_roc: 0.8457, s1_aupr:0.8428, s1_f1:0.6574
		s2_acc: 0.8738, s2_roc: 0.9527, s2_aupr:0.9537, s2_f1:0.8658
Epoch: 46  (64.6893s), train_loss: 0.0785, s1_loss: 1.0501,s2_loss: 0.4129
		train_acc: 0.9719, train_roc: 0.9955,train_precision: 0.9655,train_recall:0.9788
		s1_acc: 0.7203, s1_roc: 0.8759, s1_aupr:0.8773, s1_f1:0.6347
		s2_acc: 0.8672, s2_roc: 0.9570, s2_aupr:0.9575, s2_f1:0.8544
Epoch: 47  (64.4418s), train_loss: 0.0798, s1_loss: 0.9571,s2_loss: 0.3677
		train_acc: 0.9716, train_roc: 0.9954,train_precision: 0.9654,train_recall:0.9782
		s1_acc: 0.7298, s1_roc: 0.8738, s1_aupr:0.8766, s1_f1:0.6529
		s2_acc: 0.8785, s2_roc: 0.9613, s2_aupr:0.9630, s2_f1:0.8678
Epoch: 48  (70.3508s), train_loss: 0.0807, s1_loss: 1.0515,s2_loss: 0.4114
		train_acc: 0.9709, train_roc: 0.9953,train_precision: 0.9645,train_recall:0.9777
		s1_acc: 0.7211, s1_roc: 0.8696, s1_aupr:0.8724, s1_f1:0.6345
		s2_acc: 0.8697, s2_roc: 0.9559, s2_aupr:0.9576, s2_f1:0.8576
Epoch: 49  (63.3126s), train_loss: 0.0764, s1_loss: 1.0598,s2_loss: 0.4071
		train_acc: 0.9727, train_roc: 0.9957,train_precision: 0.9667,train_recall:0.9792
		s1_acc: 0.7136, s1_roc: 0.8828, s1_aupr:0.8909, s1_f1:0.6123
		s2_acc: 0.8668, s2_roc: 0.9600, s2_aupr:0.9604, s2_f1:0.8525
Epoch: 50  (63.4777s), train_loss: 0.0746, s1_loss: 1.0933,s2_loss: 0.4265
		train_acc: 0.9732, train_roc: 0.9959,train_precision: 0.9676,train_recall:0.9791
		s1_acc: 0.7025, s1_roc: 0.8686, s1_aupr:0.8767, s1_f1:0.5947
		s2_acc: 0.8627, s2_roc: 0.9586, s2_aupr:0.9611, s2_f1:0.8464
Epoch: 51  (69.3216s), train_loss: 0.0747, s1_loss: 0.9398,s2_loss: 0.3465
		train_acc: 0.9732, train_roc: 0.9959,train_precision: 0.9674,train_recall:0.9794
		s1_acc: 0.7367, s1_roc: 0.8784, s1_aupr:0.8805, s1_f1:0.6648
		s2_acc: 0.8839, s2_roc: 0.9621, s2_aupr:0.9626, s2_f1:0.8753
Epoch: 52  (64.1878s), train_loss: 0.0759, s1_loss: 0.9951,s2_loss: 0.3757
		train_acc: 0.9726, train_roc: 0.9958,train_precision: 0.9663,train_recall:0.9793
		s1_acc: 0.7379, s1_roc: 0.8939, s1_aupr:0.8986, s1_f1:0.6592
		s2_acc: 0.8796, s2_roc: 0.9633, s2_aupr:0.9645, s2_f1:0.8692
Epoch: 53  (64.4490s), train_loss: 0.0744, s1_loss: 1.2706,s2_loss: 0.5080
		train_acc: 0.9732, train_roc: 0.9959,train_precision: 0.9675,train_recall:0.9794
		s1_acc: 0.6815, s1_roc: 0.8704, s1_aupr:0.8745, s1_f1:0.5491
		s2_acc: 0.8439, s2_roc: 0.9593, s2_aupr:0.9613, s2_f1:0.8199
Epoch: 54  (65.0855s), train_loss: 0.0720, s1_loss: 1.4346,s2_loss: 0.5582
		train_acc: 0.9744, train_roc: 0.9960,train_precision: 0.9684,train_recall:0.9809
		s1_acc: 0.6516, s1_roc: 0.8697, s1_aupr:0.8754, s1_f1:0.4769
		s2_acc: 0.8304, s2_roc: 0.9583, s2_aupr:0.9612, s2_f1:0.8003
Epoch: 55  (63.7088s), train_loss: 0.0698, s1_loss: 1.3034,s2_loss: 0.4933
		train_acc: 0.9752, train_roc: 0.9963,train_precision: 0.9691,train_recall:0.9818
		s1_acc: 0.6899, s1_roc: 0.8807, s1_aupr:0.8836, s1_f1:0.5669
		s2_acc: 0.8546, s2_roc: 0.9605, s2_aupr:0.9622, s2_f1:0.8352
Early Stopping at training epoch: 55, best epoch: 25


============================== Best Result ==============================
		s1_acc: 0.8004, s1_roc: 0.8763, s1_f1: 0.7981, s1_precision: 0.8076,s1_recall: 0.7888,s1_int_ap: 0.8732,s1_ap: 0.8732
		s2_acc: 0.8800, s2_roc: 0.9518, s2_f1: 0.8840, s2_precision: 0.8553,s2_recall: 0.9148,s2_int_ap: 0.9501,s2_ap: 0.9501
