Namespace(n_atom_feats=66, n_atom_hid=128, rel_total=86, lr=0.001, n_epochs=100, kge_dim=128, batch_size=1024, weight_decay=0.0005, neg_samples=1, data_size_ratio=1, use_cuda=True, device=0, fold=4, pkl_name='./pkl/db-0419_1513.pkl')
Training with 126502 samples, s1 with 6784, and s2 with 58510
Starting training at 2024-04-19 15:13:13.314526
Epoch: 1* (65.3849s), train_loss: 0.6335, s1_loss: 0.6384,s2_loss: 0.6033
Epoch: 8* (65.0319s), train_loss: 0.2519, s1_loss: 0.6283,s2_loss: 0.4044
		train_acc: 0.8987, train_roc: 0.9603,train_precision: 0.8855,train_recall:0.9158
		s1_acc: 0.7462, s1_roc: 0.8296, s1_aupr:0.8276, s1_f1:0.7336
		s2_acc: 0.8330, s2_roc: 0.9114, s2_aupr:0.9078, s2_f1:0.8326
Epoch: 9* (64.3921s), train_loss: 0.2253, s1_loss: 0.5780,s2_loss: 0.3595
		train_acc: 0.9108, train_roc: 0.9681,train_precision: 0.8982,train_recall:0.9266
		s1_acc: 0.7722, s1_roc: 0.8570, s1_aupr:0.8539, s1_f1:0.7616
		s2_acc: 0.8540, s2_roc: 0.9299, s2_aupr:0.9264, s2_f1:0.8535
Epoch: 10  (62.9618s), train_loss: 0.2240, s1_loss: 0.6663,s2_loss: 0.5563
		train_acc: 0.9113, train_roc: 0.9684,train_precision: 0.8991,train_recall:0.9267
		s1_acc: 0.7084, s1_roc: 0.8430, s1_aupr:0.8338, s1_f1:0.7616
		s2_acc: 0.7651, s2_roc: 0.9069, s2_aupr:0.8942, s2_f1:0.8049
Epoch: 11* (67.0159s), train_loss: 0.2036, s1_loss: 0.5625,s2_loss: 0.3870
		train_acc: 0.9200, train_roc: 0.9737,train_precision: 0.9084,train_recall:0.9343
		s1_acc: 0.7678, s1_roc: 0.8557, s1_aupr:0.8515, s1_f1:0.7839
		s2_acc: 0.8417, s2_roc: 0.9328, s2_aupr:0.9277, s2_f1:0.8551
Epoch: 12  (65.6470s), train_loss: 0.1888, s1_loss: 0.6107,s2_loss: 0.3645
		train_acc: 0.9258, train_roc: 0.9774,train_precision: 0.9159,train_recall:0.9376
		s1_acc: 0.7593, s1_roc: 0.8437, s1_aupr:0.8395, s1_f1:0.7760
		s2_acc: 0.8523, s2_roc: 0.9377, s2_aupr:0.9332, s2_f1:0.8629
Epoch: 13  (63.8486s), train_loss: 0.1865, s1_loss: 0.5729,s2_loss: 0.3910
		train_acc: 0.9276, train_roc: 0.9777,train_precision: 0.9162,train_recall:0.9413
		s1_acc: 0.7579, s1_roc: 0.8605, s1_aupr:0.8602, s1_f1:0.7821
		s2_acc: 0.8386, s2_roc: 0.9372, s2_aupr:0.9318, s2_f1:0.8546
Epoch: 14* (66.6425s), train_loss: 0.1787, s1_loss: 0.5537,s2_loss: 0.3100
		train_acc: 0.9312, train_roc: 0.9795,train_precision: 0.9206,train_recall:0.9438
		s1_acc: 0.7903, s1_roc: 0.8660, s1_aupr:0.8655, s1_f1:0.7848
		s2_acc: 0.8754, s2_roc: 0.9464, s2_aupr:0.9440, s2_f1:0.8774
Epoch: 15* (66.8739s), train_loss: 0.1647, s1_loss: 0.5178,s2_loss: 0.3125
		train_acc: 0.9371, train_roc: 0.9824,train_precision: 0.9278,train_recall:0.9480
		s1_acc: 0.7910, s1_roc: 0.8720, s1_aupr:0.8707, s1_f1:0.7944
		s2_acc: 0.8732, s2_roc: 0.9472, s2_aupr:0.9433, s2_f1:0.8786
Epoch: 16  (63.9330s), train_loss: 0.1554, s1_loss: 0.5546,s2_loss: 0.3223
		train_acc: 0.9407, train_roc: 0.9842,train_precision: 0.9305,train_recall:0.9526
		s1_acc: 0.7765, s1_roc: 0.8575, s1_aupr:0.8576, s1_f1:0.7680
		s2_acc: 0.8666, s2_roc: 0.9402, s2_aupr:0.9372, s2_f1:0.8684
Epoch: 17  (65.1089s), train_loss: 0.1584, s1_loss: 0.5280,s2_loss: 0.3447
		train_acc: 0.9396, train_roc: 0.9836,train_precision: 0.9295,train_recall:0.9514
		s1_acc: 0.7864, s1_roc: 0.8720, s1_aupr:0.8667, s1_f1:0.7999
		s2_acc: 0.8598, s2_roc: 0.9476, s2_aupr:0.9447, s2_f1:0.8707
Epoch: 18  (65.6106s), train_loss: 0.1488, s1_loss: 0.5335,s2_loss: 0.3132
		train_acc: 0.9438, train_roc: 0.9855,train_precision: 0.9346,train_recall:0.9545
		s1_acc: 0.7891, s1_roc: 0.8691, s1_aupr:0.8672, s1_f1:0.7932
		s2_acc: 0.8743, s2_roc: 0.9493, s2_aupr:0.9466, s2_f1:0.8802
Epoch: 19  (65.2583s), train_loss: 0.1392, s1_loss: 0.5589,s2_loss: 0.3397
		train_acc: 0.9470, train_roc: 0.9873,train_precision: 0.9385,train_recall:0.9567
		s1_acc: 0.7862, s1_roc: 0.8697, s1_aupr:0.8686, s1_f1:0.7995
		s2_acc: 0.8672, s2_roc: 0.9512, s2_aupr:0.9475, s2_f1:0.8767
Epoch: 20* (64.1271s), train_loss: 0.1422, s1_loss: 0.5376,s2_loss: 0.2969
		train_acc: 0.9465, train_roc: 0.9865,train_precision: 0.9368,train_recall:0.9577
		s1_acc: 0.8013, s1_roc: 0.8788, s1_aupr:0.8815, s1_f1:0.7928
		s2_acc: 0.8841, s2_roc: 0.9525, s2_aupr:0.9506, s2_f1:0.8859
Epoch: 21  (66.8955s), train_loss: 0.1268, s1_loss: 0.5605,s2_loss: 0.3182
		train_acc: 0.9523, train_roc: 0.9893,train_precision: 0.9446,train_recall:0.9610
		s1_acc: 0.7983, s1_roc: 0.8753, s1_aupr:0.8741, s1_f1:0.7974
		s2_acc: 0.8790, s2_roc: 0.9518, s2_aupr:0.9489, s2_f1:0.8842
Epoch: 22  (66.0782s), train_loss: 0.1217, s1_loss: 0.6096,s2_loss: 0.2995
		train_acc: 0.9546, train_roc: 0.9900,train_precision: 0.9469,train_recall:0.9632
		s1_acc: 0.7866, s1_roc: 0.8697, s1_aupr:0.8713, s1_f1:0.7677
		s2_acc: 0.8831, s2_roc: 0.9524, s2_aupr:0.9510, s2_f1:0.8831
Epoch: 23  (66.1982s), train_loss: 0.1288, s1_loss: 0.6395,s2_loss: 0.3034
		train_acc: 0.9517, train_roc: 0.9889,train_precision: 0.9428,train_recall:0.9618
		s1_acc: 0.7829, s1_roc: 0.8771, s1_aupr:0.8769, s1_f1:0.7581
		s2_acc: 0.8873, s2_roc: 0.9562, s2_aupr:0.9555, s2_f1:0.8841
Epoch: 24  (63.9858s), train_loss: 0.1150, s1_loss: 0.5554,s2_loss: 0.3109
		train_acc: 0.9575, train_roc: 0.9911,train_precision: 0.9504,train_recall:0.9652
		s1_acc: 0.7969, s1_roc: 0.8735, s1_aupr:0.8739, s1_f1:0.7997
		s2_acc: 0.8800, s2_roc: 0.9546, s2_aupr:0.9527, s2_f1:0.8858
Epoch: 25  (63.9134s), train_loss: 0.1136, s1_loss: 0.6288,s2_loss: 0.2993
		train_acc: 0.9578, train_roc: 0.9913,train_precision: 0.9500,train_recall:0.9665
		s1_acc: 0.7904, s1_roc: 0.8808, s1_aupr:0.8825, s1_f1:0.7654
		s2_acc: 0.8892, s2_roc: 0.9578, s2_aupr:0.9574, s2_f1:0.8855
Epoch: 26* (62.9728s), train_loss: 0.1101, s1_loss: 0.5654,s2_loss: 0.2778
		train_acc: 0.9594, train_roc: 0.9917,train_precision: 0.9526,train_recall:0.9670
		s1_acc: 0.7973, s1_roc: 0.8785, s1_aupr:0.8761, s1_f1:0.7858
		s2_acc: 0.8931, s2_roc: 0.9579, s2_aupr:0.9566, s2_f1:0.8940
Epoch: 27* (64.4038s), train_loss: 0.1072, s1_loss: 0.5478,s2_loss: 0.2662
		train_acc: 0.9609, train_roc: 0.9921,train_precision: 0.9542,train_recall:0.9683
		s1_acc: 0.8061, s1_roc: 0.8820, s1_aupr:0.8775, s1_f1:0.8019
		s2_acc: 0.8975, s2_roc: 0.9634, s2_aupr:0.9625, s2_f1:0.9002
Epoch: 28  (64.3050s), train_loss: 0.0981, s1_loss: 0.5516,s2_loss: 0.3313
		train_acc: 0.9644, train_roc: 0.9933,train_precision: 0.9578,train_recall:0.9715
		s1_acc: 0.7945, s1_roc: 0.8796, s1_aupr:0.8840, s1_f1:0.8022
		s2_acc: 0.8726, s2_roc: 0.9557, s2_aupr:0.9547, s2_f1:0.8811
Epoch: 29  (66.5217s), train_loss: 0.1021, s1_loss: 0.6563,s2_loss: 0.2820
		train_acc: 0.9628, train_roc: 0.9928,train_precision: 0.9559,train_recall:0.9704
		s1_acc: 0.7830, s1_roc: 0.8822, s1_aupr:0.8834, s1_f1:0.7511
		s2_acc: 0.8955, s2_roc: 0.9632, s2_aupr:0.9628, s2_f1:0.8915
Epoch: 30  (64.3647s), train_loss: 0.0991, s1_loss: 0.7738,s2_loss: 0.3343
		train_acc: 0.9634, train_roc: 0.9932,train_precision: 0.9567,train_recall:0.9707
		s1_acc: 0.7639, s1_roc: 0.8720, s1_aupr:0.8770, s1_f1:0.7195
		s2_acc: 0.8818, s2_roc: 0.9594, s2_aupr:0.9597, s2_f1:0.8739
Epoch: 31  (63.7418s), train_loss: 0.0991, s1_loss: 0.6415,s2_loss: 0.2745
		train_acc: 0.9635, train_roc: 0.9933,train_precision: 0.9574,train_recall:0.9703
		s1_acc: 0.7867, s1_roc: 0.8745, s1_aupr:0.8781, s1_f1:0.7668
		s2_acc: 0.8977, s2_roc: 0.9622, s2_aupr:0.9614, s2_f1:0.8966
Epoch: 32  (64.3572s), train_loss: 0.0931, s1_loss: 0.6925,s2_loss: 0.3052
		train_acc: 0.9662, train_roc: 0.9940,train_precision: 0.9598,train_recall:0.9731
		s1_acc: 0.7773, s1_roc: 0.8945, s1_aupr:0.8966, s1_f1:0.7363
		s2_acc: 0.8883, s2_roc: 0.9651, s2_aupr:0.9642, s2_f1:0.8812
Epoch: 33* (71.0133s), train_loss: 0.1003, s1_loss: 0.5190,s2_loss: 0.2739
		train_acc: 0.9632, train_roc: 0.9931,train_precision: 0.9570,train_recall:0.9700
		s1_acc: 0.8188, s1_roc: 0.8991, s1_aupr:0.9004, s1_f1:0.8077
		s2_acc: 0.8966, s2_roc: 0.9616, s2_aupr:0.9605, s2_f1:0.8985
Epoch: 34  (62.9238s), train_loss: 0.0931, s1_loss: 0.6244,s2_loss: 0.2651
		train_acc: 0.9660, train_roc: 0.9940,train_precision: 0.9598,train_recall:0.9727
		s1_acc: 0.7924, s1_roc: 0.8946, s1_aupr:0.8937, s1_f1:0.7656
		s2_acc: 0.9017, s2_roc: 0.9670, s2_aupr:0.9663, s2_f1:0.8989
Epoch: 35  (63.3724s), train_loss: 0.0904, s1_loss: 0.6770,s2_loss: 0.2880
		train_acc: 0.9672, train_roc: 0.9943,train_precision: 0.9608,train_recall:0.9740
		s1_acc: 0.7892, s1_roc: 0.8819, s1_aupr:0.8835, s1_f1:0.7642
		s2_acc: 0.8966, s2_roc: 0.9617, s2_aupr:0.9615, s2_f1:0.8951
Epoch: 36  (65.0790s), train_loss: 0.0831, s1_loss: 0.8678,s2_loss: 0.3493
		train_acc: 0.9702, train_roc: 0.9950,train_precision: 0.9644,train_recall:0.9764
		s1_acc: 0.7442, s1_roc: 0.8910, s1_aupr:0.8922, s1_f1:0.6775
		s2_acc: 0.8793, s2_roc: 0.9644, s2_aupr:0.9650, s2_f1:0.8689
Epoch: 37  (63.6742s), train_loss: 0.0847, s1_loss: 0.8961,s2_loss: 0.3648
		train_acc: 0.9693, train_roc: 0.9950,train_precision: 0.9634,train_recall:0.9757
		s1_acc: 0.7426, s1_roc: 0.8855, s1_aupr:0.8930, s1_f1:0.6706
		s2_acc: 0.8743, s2_roc: 0.9610, s2_aupr:0.9621, s2_f1:0.8626
Epoch: 38  (63.6331s), train_loss: 0.0882, s1_loss: 0.7646,s2_loss: 0.3066
		train_acc: 0.9676, train_roc: 0.9945,train_precision: 0.9617,train_recall:0.9741
		s1_acc: 0.7832, s1_roc: 0.8949, s1_aupr:0.8972, s1_f1:0.7428
		s2_acc: 0.8963, s2_roc: 0.9657, s2_aupr:0.9653, s2_f1:0.8911
Epoch: 39  (63.0134s), train_loss: 0.0833, s1_loss: 0.9749,s2_loss: 0.3811
		train_acc: 0.9695, train_roc: 0.9952,train_precision: 0.9646,train_recall:0.9748
		s1_acc: 0.7364, s1_roc: 0.8833, s1_aupr:0.8881, s1_f1:0.6609
		s2_acc: 0.8763, s2_roc: 0.9651, s2_aupr:0.9652, s2_f1:0.8643
Epoch: 40  (65.0493s), train_loss: 0.0827, s1_loss: 0.7144,s2_loss: 0.2870
		train_acc: 0.9700, train_roc: 0.9952,train_precision: 0.9646,train_recall:0.9757
		s1_acc: 0.7832, s1_roc: 0.8876, s1_aupr:0.8889, s1_f1:0.7505
		s2_acc: 0.8997, s2_roc: 0.9644, s2_aupr:0.9639, s2_f1:0.8969
Epoch: 41  (68.2892s), train_loss: 0.0807, s1_loss: 0.6608,s2_loss: 0.2719
		train_acc: 0.9706, train_roc: 0.9953,train_precision: 0.9647,train_recall:0.9768
		s1_acc: 0.7969, s1_roc: 0.8883, s1_aupr:0.8883, s1_f1:0.7741
		s2_acc: 0.9027, s2_roc: 0.9655, s2_aupr:0.9642, s2_f1:0.9010
Epoch: 42* (65.1135s), train_loss: 0.0787, s1_loss: 0.5998,s2_loss: 0.2479
		train_acc: 0.9719, train_roc: 0.9955,train_precision: 0.9666,train_recall:0.9777
		s1_acc: 0.8106, s1_roc: 0.9016, s1_aupr:0.9039, s1_f1:0.7899
		s2_acc: 0.9100, s2_roc: 0.9703, s2_aupr:0.9698, s2_f1:0.9087
Epoch: 43  (63.5527s), train_loss: 0.0786, s1_loss: 1.0264,s2_loss: 0.3998
		train_acc: 0.9716, train_roc: 0.9956,train_precision: 0.9657,train_recall:0.9779
		s1_acc: 0.7227, s1_roc: 0.8911, s1_aupr:0.8982, s1_f1:0.6307
		s2_acc: 0.8661, s2_roc: 0.9636, s2_aupr:0.9636, s2_f1:0.8511
Epoch: 44  (66.4969s), train_loss: 0.0805, s1_loss: 0.8741,s2_loss: 0.3302
		train_acc: 0.9711, train_roc: 0.9955,train_precision: 0.9659,train_recall:0.9767
		s1_acc: 0.7612, s1_roc: 0.8912, s1_aupr:0.8959, s1_f1:0.7063
		s2_acc: 0.8908, s2_roc: 0.9672, s2_aupr:0.9681, s2_f1:0.8832
Epoch: 45  (65.3601s), train_loss: 0.0731, s1_loss: 0.7987,s2_loss: 0.2922
		train_acc: 0.9741, train_roc: 0.9961,train_precision: 0.9693,train_recall:0.9792
		s1_acc: 0.7681, s1_roc: 0.8801, s1_aupr:0.8823, s1_f1:0.7271
		s2_acc: 0.8988, s2_roc: 0.9674, s2_aupr:0.9668, s2_f1:0.8949
Epoch: 46  (64.6054s), train_loss: 0.0716, s1_loss: 0.5721,s2_loss: 0.2694
		train_acc: 0.9744, train_roc: 0.9963,train_precision: 0.9695,train_recall:0.9797
		s1_acc: 0.8031, s1_roc: 0.8848, s1_aupr:0.8864, s1_f1:0.7973
		s2_acc: 0.9017, s2_roc: 0.9667, s2_aupr:0.9654, s2_f1:0.9049
Epoch: 47  (64.1351s), train_loss: 0.0709, s1_loss: 0.6064,s2_loss: 0.2647
		train_acc: 0.9746, train_roc: 0.9963,train_precision: 0.9696,train_recall:0.9800
		s1_acc: 0.7989, s1_roc: 0.8775, s1_aupr:0.8787, s1_f1:0.7920
		s2_acc: 0.9029, s2_roc: 0.9662, s2_aupr:0.9654, s2_f1:0.9052
Epoch: 48  (66.0829s), train_loss: 0.0713, s1_loss: 0.7497,s2_loss: 0.2719
		train_acc: 0.9745, train_roc: 0.9963,train_precision: 0.9698,train_recall:0.9795
		s1_acc: 0.7781, s1_roc: 0.8808, s1_aupr:0.8807, s1_f1:0.7452
		s2_acc: 0.9058, s2_roc: 0.9694, s2_aupr:0.9694, s2_f1:0.9028
Epoch: 49  (63.6762s), train_loss: 0.0681, s1_loss: 0.9767,s2_loss: 0.3478
		train_acc: 0.9759, train_roc: 0.9965,train_precision: 0.9705,train_recall:0.9816
		s1_acc: 0.7379, s1_roc: 0.8763, s1_aupr:0.8724, s1_f1:0.6729
		s2_acc: 0.8863, s2_roc: 0.9688, s2_aupr:0.9690, s2_f1:0.8769
Epoch: 50  (64.4284s), train_loss: 0.0652, s1_loss: 0.7934,s2_loss: 0.2875
		train_acc: 0.9768, train_roc: 0.9969,train_precision: 0.9724,train_recall:0.9814
		s1_acc: 0.7749, s1_roc: 0.8834, s1_aupr:0.8829, s1_f1:0.7392
		s2_acc: 0.9047, s2_roc: 0.9694, s2_aupr:0.9695, s2_f1:0.9007
Epoch: 51  (66.5948s), train_loss: 0.0688, s1_loss: 1.0100,s2_loss: 0.3668
		train_acc: 0.9755, train_roc: 0.9965,train_precision: 0.9704,train_recall:0.9809
		s1_acc: 0.7334, s1_roc: 0.8828, s1_aupr:0.8883, s1_f1:0.6536
		s2_acc: 0.8801, s2_roc: 0.9689, s2_aupr:0.9693, s2_f1:0.8684
Epoch: 52  (64.8164s), train_loss: 0.0629, s1_loss: 0.8296,s2_loss: 0.2918
		train_acc: 0.9774, train_roc: 0.9970,train_precision: 0.9732,train_recall:0.9818
		s1_acc: 0.7720, s1_roc: 0.8778, s1_aupr:0.8822, s1_f1:0.7335
		s2_acc: 0.9041, s2_roc: 0.9694, s2_aupr:0.9696, s2_f1:0.9001
Epoch: 53  (66.0408s), train_loss: 0.0643, s1_loss: 1.0416,s2_loss: 0.3694
		train_acc: 0.9768, train_roc: 0.9970,train_precision: 0.9723,train_recall:0.9816
		s1_acc: 0.7308, s1_roc: 0.8811, s1_aupr:0.8841, s1_f1:0.6513
		s2_acc: 0.8812, s2_roc: 0.9688, s2_aupr:0.9695, s2_f1:0.8698
Epoch: 54  (65.4483s), train_loss: 0.0634, s1_loss: 0.7732,s2_loss: 0.2756
		train_acc: 0.9773, train_roc: 0.9971,train_precision: 0.9729,train_recall:0.9819
		s1_acc: 0.7810, s1_roc: 0.8837, s1_aupr:0.8828, s1_f1:0.7469
		s2_acc: 0.9069, s2_roc: 0.9698, s2_aupr:0.9700, s2_f1:0.9037
Epoch: 55  (67.9417s), train_loss: 0.0633, s1_loss: 1.0044,s2_loss: 0.3599
		train_acc: 0.9775, train_roc: 0.9971,train_precision: 0.9732,train_recall:0.9821
		s1_acc: 0.7427, s1_roc: 0.9016, s1_aupr:0.9096, s1_f1:0.6649
		s2_acc: 0.8830, s2_roc: 0.9701, s2_aupr:0.9710, s2_f1:0.8720
Epoch: 56  (64.4879s), train_loss: 0.0625, s1_loss: 1.0038,s2_loss: 0.3567
		train_acc: 0.9776, train_roc: 0.9971,train_precision: 0.9730,train_recall:0.9826
		s1_acc: 0.7395, s1_roc: 0.8843, s1_aupr:0.8917, s1_f1:0.6642
		s2_acc: 0.8843, s2_roc: 0.9682, s2_aupr:0.9690, s2_f1:0.8740
Epoch: 57  (71.4736s), train_loss: 0.0603, s1_loss: 0.8640,s2_loss: 0.2937
		train_acc: 0.9788, train_roc: 0.9974,train_precision: 0.9750,train_recall:0.9828
		s1_acc: 0.7561, s1_roc: 0.8766, s1_aupr:0.8786, s1_f1:0.7028
		s2_acc: 0.8995, s2_roc: 0.9684, s2_aupr:0.9689, s2_f1:0.8942
Epoch: 58  (66.0083s), train_loss: 0.0597, s1_loss: 1.0774,s2_loss: 0.3837
		train_acc: 0.9788, train_roc: 0.9973,train_precision: 0.9743,train_recall:0.9836
		s1_acc: 0.7382, s1_roc: 0.8944, s1_aupr:0.9024, s1_f1:0.6581
		s2_acc: 0.8810, s2_roc: 0.9685, s2_aupr:0.9690, s2_f1:0.8698
Epoch: 59  (65.6382s), train_loss: 0.0578, s1_loss: 0.8030,s2_loss: 0.2722
		train_acc: 0.9800, train_roc: 0.9974,train_precision: 0.9759,train_recall:0.9843
		s1_acc: 0.7812, s1_roc: 0.8866, s1_aupr:0.8848, s1_f1:0.7489
		s2_acc: 0.9114, s2_roc: 0.9725, s2_aupr:0.9725, s2_f1:0.9086
Epoch: 60  (64.9565s), train_loss: 0.0603, s1_loss: 0.9016,s2_loss: 0.3080
		train_acc: 0.9785, train_roc: 0.9973,train_precision: 0.9736,train_recall:0.9837
		s1_acc: 0.7657, s1_roc: 0.8893, s1_aupr:0.8942, s1_f1:0.7181
		s2_acc: 0.9029, s2_roc: 0.9713, s2_aupr:0.9713, s2_f1:0.8977
Epoch: 61  (63.3448s), train_loss: 0.0598, s1_loss: 0.8061,s2_loss: 0.2740
		train_acc: 0.9788, train_roc: 0.9973,train_precision: 0.9743,train_recall:0.9837
		s1_acc: 0.7747, s1_roc: 0.8919, s1_aupr:0.8950, s1_f1:0.7327
		s2_acc: 0.9075, s2_roc: 0.9713, s2_aupr:0.9716, s2_f1:0.9037
Epoch: 62  (66.6419s), train_loss: 0.0572, s1_loss: 0.8851,s2_loss: 0.3004
		train_acc: 0.9799, train_roc: 0.9975,train_precision: 0.9758,train_recall:0.9842
		s1_acc: 0.7643, s1_roc: 0.8848, s1_aupr:0.8875, s1_f1:0.7154
		s2_acc: 0.9021, s2_roc: 0.9693, s2_aupr:0.9694, s2_f1:0.8974
Epoch: 63  (66.4161s), train_loss: 0.0557, s1_loss: 0.9736,s2_loss: 0.3302
		train_acc: 0.9805, train_roc: 0.9976,train_precision: 0.9762,train_recall:0.9850
		s1_acc: 0.7523, s1_roc: 0.8886, s1_aupr:0.8915, s1_f1:0.6914
		s2_acc: 0.8954, s2_roc: 0.9688, s2_aupr:0.9694, s2_f1:0.8885
Epoch: 64  (64.9289s), train_loss: 0.0566, s1_loss: 1.0589,s2_loss: 0.3492
		train_acc: 0.9798, train_roc: 0.9977,train_precision: 0.9756,train_recall:0.9841
		s1_acc: 0.7380, s1_roc: 0.8781, s1_aupr:0.8826, s1_f1:0.6668
		s2_acc: 0.8907, s2_roc: 0.9690, s2_aupr:0.9698, s2_f1:0.8825
Epoch: 65  (65.0101s), train_loss: 0.0569, s1_loss: 0.9799,s2_loss: 0.3286
		train_acc: 0.9797, train_roc: 0.9976,train_precision: 0.9759,train_recall:0.9838
		s1_acc: 0.7485, s1_roc: 0.8843, s1_aupr:0.8901, s1_f1:0.6835
		s2_acc: 0.8949, s2_roc: 0.9692, s2_aupr:0.9701, s2_f1:0.8877
Epoch: 66  (66.0405s), train_loss: 0.0548, s1_loss: 1.1389,s2_loss: 0.3792
		train_acc: 0.9805, train_roc: 0.9977,train_precision: 0.9763,train_recall:0.9849
		s1_acc: 0.7319, s1_roc: 0.8843, s1_aupr:0.8914, s1_f1:0.6513
		s2_acc: 0.8851, s2_roc: 0.9678, s2_aupr:0.9688, s2_f1:0.8753
Epoch: 67  (73.8185s), train_loss: 0.0546, s1_loss: 0.9994,s2_loss: 0.3330
		train_acc: 0.9810, train_roc: 0.9976,train_precision: 0.9767,train_recall:0.9854
		s1_acc: 0.7485, s1_roc: 0.8923, s1_aupr:0.8950, s1_f1:0.6831
		s2_acc: 0.8946, s2_roc: 0.9714, s2_aupr:0.9712, s2_f1:0.8870
Epoch: 68  (66.7062s), train_loss: 0.0520, s1_loss: 0.8045,s2_loss: 0.2773
		train_acc: 0.9818, train_roc: 0.9980,train_precision: 0.9774,train_recall:0.9864
		s1_acc: 0.7838, s1_roc: 0.8887, s1_aupr:0.8921, s1_f1:0.7506
		s2_acc: 0.9098, s2_roc: 0.9701, s2_aupr:0.9708, s2_f1:0.9078
Epoch: 69  (64.2922s), train_loss: 0.0548, s1_loss: 0.8744,s2_loss: 0.2947
		train_acc: 0.9809, train_roc: 0.9977,train_precision: 0.9770,train_recall:0.9851
		s1_acc: 0.7700, s1_roc: 0.9018, s1_aupr:0.9042, s1_f1:0.7200
		s2_acc: 0.9046, s2_roc: 0.9711, s2_aupr:0.9714, s2_f1:0.9000
Epoch: 70  (63.3626s), train_loss: 0.0533, s1_loss: 0.9458,s2_loss: 0.3027
		train_acc: 0.9812, train_roc: 0.9978,train_precision: 0.9771,train_recall:0.9855
		s1_acc: 0.7532, s1_roc: 0.8827, s1_aupr:0.8833, s1_f1:0.6960
		s2_acc: 0.9019, s2_roc: 0.9713, s2_aupr:0.9719, s2_f1:0.8964
Epoch: 71  (67.5411s), train_loss: 0.0502, s1_loss: 1.0861,s2_loss: 0.3459
		train_acc: 0.9824, train_roc: 0.9981,train_precision: 0.9785,train_recall:0.9865
		s1_acc: 0.7352, s1_roc: 0.8804, s1_aupr:0.8852, s1_f1:0.6589
		s2_acc: 0.8917, s2_roc: 0.9708, s2_aupr:0.9716, s2_f1:0.8830
Epoch: 72  (65.0330s), train_loss: 0.0519, s1_loss: 0.9957,s2_loss: 0.3214
		train_acc: 0.9813, train_roc: 0.9980,train_precision: 0.9775,train_recall:0.9854
