Namespace(n_atom_feats=66, n_atom_hid=128, rel_total=86, lr=0.001, n_epochs=100, kge_dim=128, batch_size=1024, weight_decay=0.0005, neg_samples=1, data_size_ratio=1, use_cuda=True, device=0, fold=2, pkl_name='./pkl/db-0420_0225.pkl')
Training with 125311 samples, s1 with 6935, and s2 with 59562
Starting training at 2024-04-20 02:25:16.767386
Epoch: 1* (75.3275s), train_loss: 0.6284, s1_loss: 0.6381,s2_loss: 0.6050
		s1_acc: 0.7596, s1_roc: 0.8781, s1_aupr:0.8848, s1_f1:0.7077
		s2_acc: 0.8785, s2_roc: 0.9588, s2_aupr:0.9610, s2_f1:0.8686
Epoch: 51  (73.2170s), train_loss: 0.0836, s1_loss: 0.7806,s2_loss: 0.3497
		train_acc: 0.9700, train_roc: 0.9948,train_precision: 0.9619,train_recall:0.9787
		s1_acc: 0.7770, s1_roc: 0.8701, s1_aupr:0.8780, s1_f1:0.7429
		s2_acc: 0.8860, s2_roc: 0.9562, s2_aupr:0.9584, s2_f1:0.8803
Epoch: 52  (66.6684s), train_loss: 0.0797, s1_loss: 0.9187,s2_loss: 0.4132
		train_acc: 0.9714, train_roc: 0.9953,train_precision: 0.9636,train_recall:0.9799
		s1_acc: 0.7661, s1_roc: 0.8832, s1_aupr:0.8909, s1_f1:0.7155
		s2_acc: 0.8776, s2_roc: 0.9589, s2_aupr:0.9614, s2_f1:0.8671
Epoch: 53  (70.5819s), train_loss: 0.0800, s1_loss: 0.8576,s2_loss: 0.3824
		train_acc: 0.9713, train_roc: 0.9953,train_precision: 0.9640,train_recall:0.9792
		s1_acc: 0.7637, s1_roc: 0.8756, s1_aupr:0.8828, s1_f1:0.7156
		s2_acc: 0.8792, s2_roc: 0.9591, s2_aupr:0.9610, s2_f1:0.8695
Epoch: 54  (74.1857s), train_loss: 0.0768, s1_loss: 0.8221,s2_loss: 0.3500
		train_acc: 0.9726, train_roc: 0.9956,train_precision: 0.9651,train_recall:0.9806
		s1_acc: 0.7772, s1_roc: 0.8704, s1_aupr:0.8748, s1_f1:0.7460
		s2_acc: 0.8923, s2_roc: 0.9599, s2_aupr:0.9610, s2_f1:0.8875
Epoch: 55  (72.2063s), train_loss: 0.0746, s1_loss: 0.8403,s2_loss: 0.3617
		train_acc: 0.9736, train_roc: 0.9958,train_precision: 0.9661,train_recall:0.9816
		s1_acc: 0.7682, s1_roc: 0.8723, s1_aupr:0.8809, s1_f1:0.7262
		s2_acc: 0.8851, s2_roc: 0.9577, s2_aupr:0.9594, s2_f1:0.8785
Epoch: 56  (72.6432s), train_loss: 0.0759, s1_loss: 0.8403,s2_loss: 0.3448
		train_acc: 0.9730, train_roc: 0.9956,train_precision: 0.9657,train_recall:0.9810
		s1_acc: 0.7707, s1_roc: 0.8704, s1_aupr:0.8787, s1_f1:0.7313
		s2_acc: 0.8911, s2_roc: 0.9610, s2_aupr:0.9633, s2_f1:0.8852
Epoch: 57  (73.3279s), train_loss: 0.0754, s1_loss: 1.0191,s2_loss: 0.4389
		train_acc: 0.9735, train_roc: 0.9957,train_precision: 0.9662,train_recall:0.9813
		s1_acc: 0.7360, s1_roc: 0.8688, s1_aupr:0.8796, s1_f1:0.6617
		s2_acc: 0.8648, s2_roc: 0.9576, s2_aupr:0.9605, s2_f1:0.8496
Epoch: 58  (70.9290s), train_loss: 0.0746, s1_loss: 1.1406,s2_loss: 0.5174
		train_acc: 0.9736, train_roc: 0.9958,train_precision: 0.9665,train_recall:0.9812
		s1_acc: 0.7259, s1_roc: 0.8735, s1_aupr:0.8835, s1_f1:0.6407
		s2_acc: 0.8535, s2_roc: 0.9585, s2_aupr:0.9619, s2_f1:0.8335
Epoch: 59  (68.0415s), train_loss: 0.0752, s1_loss: 0.8572,s2_loss: 0.3596
		train_acc: 0.9733, train_roc: 0.9957,train_precision: 0.9666,train_recall:0.9805
		s1_acc: 0.7704, s1_roc: 0.8728, s1_aupr:0.8797, s1_f1:0.7295
		s2_acc: 0.8890, s2_roc: 0.9620, s2_aupr:0.9641, s2_f1:0.8820
Epoch: 60  (73.0763s), train_loss: 0.0733, s1_loss: 1.0514,s2_loss: 0.4361
		train_acc: 0.9738, train_roc: 0.9960,train_precision: 0.9664,train_recall:0.9817
		s1_acc: 0.7389, s1_roc: 0.8623, s1_aupr:0.8740, s1_f1:0.6727
		s2_acc: 0.8718, s2_roc: 0.9574, s2_aupr:0.9601, s2_f1:0.8595
Epoch: 61  (70.9905s), train_loss: 0.0733, s1_loss: 0.9992,s2_loss: 0.4079
		train_acc: 0.9740, train_roc: 0.9960,train_precision: 0.9671,train_recall:0.9814
		s1_acc: 0.7311, s1_roc: 0.8594, s1_aupr:0.8701, s1_f1:0.6569
		s2_acc: 0.8711, s2_roc: 0.9582, s2_aupr:0.9615, s2_f1:0.8578
Epoch: 62  (68.5605s), train_loss: 0.0697, s1_loss: 0.9399,s2_loss: 0.3994
		train_acc: 0.9752, train_roc: 0.9963,train_precision: 0.9686,train_recall:0.9823
		s1_acc: 0.7655, s1_roc: 0.8769, s1_aupr:0.8858, s1_f1:0.7161
		s2_acc: 0.8826, s2_roc: 0.9610, s2_aupr:0.9628, s2_f1:0.8736
Epoch: 63  (72.1527s), train_loss: 0.0747, s1_loss: 0.9585,s2_loss: 0.4034
		train_acc: 0.9735, train_roc: 0.9957,train_precision: 0.9657,train_recall:0.9818
		s1_acc: 0.7572, s1_roc: 0.8753, s1_aupr:0.8826, s1_f1:0.7045
		s2_acc: 0.8810, s2_roc: 0.9603, s2_aupr:0.9625, s2_f1:0.8715
Epoch: 64  (72.2869s), train_loss: 0.0694, s1_loss: 1.0892,s2_loss: 0.4543
		train_acc: 0.9756, train_roc: 0.9963,train_precision: 0.9683,train_recall:0.9834
		s1_acc: 0.7363, s1_roc: 0.8597, s1_aupr:0.8678, s1_f1:0.6669
		s2_acc: 0.8688, s2_roc: 0.9590, s2_aupr:0.9618, s2_f1:0.8547
Epoch: 65  (65.7973s), train_loss: 0.0711, s1_loss: 0.9828,s2_loss: 0.4152
		train_acc: 0.9749, train_roc: 0.9961,train_precision: 0.9673,train_recall:0.9830
		s1_acc: 0.7584, s1_roc: 0.8719, s1_aupr:0.8795, s1_f1:0.7073
		s2_acc: 0.8798, s2_roc: 0.9616, s2_aupr:0.9638, s2_f1:0.8697
Epoch: 66  (72.4261s), train_loss: 0.0681, s1_loss: 1.0179,s2_loss: 0.4075
		train_acc: 0.9755, train_roc: 0.9965,train_precision: 0.9690,train_recall:0.9825
		s1_acc: 0.7405, s1_roc: 0.8639, s1_aupr:0.8740, s1_f1:0.6733
		s2_acc: 0.8751, s2_roc: 0.9567, s2_aupr:0.9600, s2_f1:0.8643
Epoch: 67  (77.6439s), train_loss: 0.0679, s1_loss: 1.0265,s2_loss: 0.4303
		train_acc: 0.9756, train_roc: 0.9965,train_precision: 0.9690,train_recall:0.9827
		s1_acc: 0.7509, s1_roc: 0.8705, s1_aupr:0.8811, s1_f1:0.6915
		s2_acc: 0.8753, s2_roc: 0.9608, s2_aupr:0.9628, s2_f1:0.8637
Epoch: 68  (70.8278s), train_loss: 0.0664, s1_loss: 1.1192,s2_loss: 0.4689
		train_acc: 0.9761, train_roc: 0.9966,train_precision: 0.9695,train_recall:0.9831
		s1_acc: 0.7293, s1_roc: 0.8821, s1_aupr:0.8913, s1_f1:0.6448
		s2_acc: 0.8625, s2_roc: 0.9602, s2_aupr:0.9628, s2_f1:0.8458
Epoch: 69  (72.0608s), train_loss: 0.0656, s1_loss: 1.3418,s2_loss: 0.5571
		train_acc: 0.9770, train_roc: 0.9966,train_precision: 0.9700,train_recall:0.9844
		s1_acc: 0.6957, s1_roc: 0.8659, s1_aupr:0.8714, s1_f1:0.5828
		s2_acc: 0.8437, s2_roc: 0.9603, s2_aupr:0.9633, s2_f1:0.8192
Epoch: 70  (70.4644s), train_loss: 0.0679, s1_loss: 1.2001,s2_loss: 0.4864
		train_acc: 0.9758, train_roc: 0.9964,train_precision: 0.9688,train_recall:0.9832
		s1_acc: 0.7200, s1_roc: 0.8716, s1_aupr:0.8818, s1_f1:0.6283
		s2_acc: 0.8597, s2_roc: 0.9600, s2_aupr:0.9624, s2_f1:0.8421
Early Stopping at training epoch: 70, best epoch: 40


============================== Best Result ==============================
		s1_acc: 0.7923, s1_roc: 0.8733, s1_f1: 0.7780, s1_precision: 0.8355,s1_recall: 0.7279,s1_int_ap: 0.8747,s1_ap: 0.8747
		s2_acc: 0.8926, s2_roc: 0.9566, s2_f1: 0.8909, s2_precision: 0.9048,s2_recall: 0.8775,s2_int_ap: 0.9573,s2_ap: 0.9573
